order_status,MAX_FREIGHT,MAX_PRICE,MAX_PAYMENT,MIN_FREIGHT,MIN_PRICE,MIN_PAYMENT,MEDIAN_PRICE,MEDIAN_FREIGHT,MEDIAN_PAYMENT,AVG_FREIGHT,AVG_PRICE,AVG_PAYMENT,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY,ORDER_PURCHASE_HOUR
delivered,2802.00,18500.00,37256.00,1400.00,3500.00,1926.00,11000.000000,2101.000000,19591.000000,1798.000000,10211.000000,11703.140000,2017,2,13,Monday,16
canceled,2013.00,13490.00,10355.00,2013.00,13490.00,10355.00,13490.000000,2013.000000,10355.000000,2013.000000,13490.000000,10355.000000,2017,2,13,Monday,17
unavailable,787.00,3490.00,7464.00,787.00,3490.00,7464.00,3490.000000,787.000000,7464.000000,787.000000,3490.000000,7464.000000,2017,2,13,Monday,17
processing,1649.00,22990.00,7338.00,1649.00,22990.00,7338.00,22990.000000,1649.000000,7338.000000,1649.000000,22990.000000,7338.000000,2017,2,13,Monday,18
delivered,1879.00,12593.00,38801.00,1139.00,5999.00,6750.00,9296.000000,1509.000000,22775.500000,1612.250000,9848.000000,17562.500000,2017,2,13,Monday,19
delivered,1639.00,8999.00,11329.00,872.00,729.00,5301.00,4864.000000,1255.500000,8315.000000,1202.330000,5922.000000,9093.670000,2017,2,13,Monday,23
delivered,1527.00,10899.00,11916.00,1527.00,10899.00,11916.00,10899.000000,1527.000000,11916.000000,1527.000000,10899.000000,11916.000000,2017,2,14,Tuesday,1
delivered,956.00,32999.00,13144.00,882.00,2900.00,192.00,17949.500000,919.000000,6668.000000,919.000000,17949.500000,6668.000000,2017,2,14,Tuesday,9
delivered,2416.00,59800.00,16571.00,818.00,5990.00,4942.00,32895.000000,1617.000000,10756.500000,1526.000000,25529.670000,11099.330000,2017,2,14,Tuesday,13
delivered,1716.00,36794.00,24687.00,1032.00,1890.00,6162.00,19342.000000,1374.000000,15424.500000,1374.600000,18796.000000,13410.400000,2017,2,14,Tuesday,14
shipped,2560.00,20999.00,6258.00,2560.00,20999.00,6258.00,20999.000000,2560.000000,6258.000000,2560.000000,20999.000000,6258.000000,2017,2,14,Tuesday,14
unavailable,1510.00,15200.00,15288.00,1481.00,999.00,5710.00,8099.500000,1495.500000,10499.000000,1495.500000,8099.500000,10499.000000,2017,2,14,Tuesday,14
delivered,8855.00,14900.00,1955.00,8855.00,14900.00,1955.00,14900.000000,8855.000000,1955.000000,8855.000000,14900.000000,1955.000000,2017,2,14,Tuesday,17
delivered,1279.00,3950.00,7034.00,1279.00,3950.00,7034.00,3950.000000,1279.000000,7034.000000,1279.000000,3950.000000,7034.000000,2017,2,14,Tuesday,21
delivered,1410.00,5999.00,3497.00,1276.00,3997.00,3268.00,4998.000000,1343.000000,3382.500000,1343.000000,4998.000000,3382.500000,2017,2,14,Tuesday,22
delivered,2241.00,11190.00,21309.00,853.00,4349.00,3853.00,7769.500000,1547.000000,12581.000000,1344.000000,6854.750000,11154.000000,2017,2,15,Wednseday,0
delivered,778.00,3300.00,11403.00,778.00,3300.00,11403.00,3300.000000,778.000000,11403.000000,778.000000,3300.000000,11403.000000,2017,2,15,Wednseday,1
delivered,1659.00,27000.00,13269.00,1659.00,27000.00,13269.00,27000.000000,1659.000000,13269.000000,1659.000000,27000.000000,13269.000000,2017,2,15,Wednseday,7
delivered,8833.00,46900.00,103083.00,1190.00,4290.00,3718.00,25595.000000,5011.500000,53400.500000,3280.600000,22431.600000,31274.000000,2017,2,15,Wednseday,11
delivered,1720.00,9790.00,14306.00,638.00,4999.00,6300.00,7394.500000,1179.000000,10303.000000,1350.000000,6626.330000,10209.330000,2017,2,15,Wednseday,12
delivered,1650.00,54900.00,5193.00,829.00,1550.00,3772.00,28225.000000,1239.500000,4482.500000,1239.500000,28225.000000,4482.500000,2017,2,15,Wednseday,15
delivered,3527.00,29990.00,11427.00,3527.00,29990.00,11427.00,29990.000000,3527.000000,11427.000000,3527.000000,29990.000000,11427.000000,2017,2,15,Wednseday,19
delivered,2274.00,10900.00,24535.00,1260.00,1990.00,6596.00,6445.000000,1767.000000,15565.500000,1621.200000,6408.000000,15687.000000,2017,2,15,Wednseday,20
shipped,2295.00,73500.00,33222.00,2295.00,73500.00,33222.00,73500.000000,2295.000000,33222.000000,2295.000000,73500.000000,33222.000000,2017,2,15,Wednseday,21
delivered,1523.00,18516.00,31354.00,1280.00,4000.00,11751.00,11258.000000,1401.500000,21552.500000,1383.000000,11377.000000,19098.000000,2017,2,15,Wednseday,22
delivered,2114.00,19990.00,8375.00,739.00,2999.00,2780.00,11494.500000,1426.500000,5577.500000,1593.670000,10963.000000,6451.330000,2017,2,15,Wednseday,23
delivered,2990.00,19590.00,78490.00,1255.00,6500.00,2809.00,13045.000000,2122.500000,40649.500000,2050.600000,13800.000000,26287.600000,2017,2,16,Thursday,9
delivered,2383.00,21597.00,82730.00,1410.00,3290.00,2550.00,12443.500000,1896.500000,42640.000000,1888.000000,8695.140000,28233.710000,2017,2,16,Thursday,10
canceled,1800.00,6990.00,9461.00,1800.00,6990.00,9461.00,6990.000000,1800.000000,9461.000000,1800.000000,6990.000000,9461.000000,2017,2,16,Thursday,11
delivered,2380.00,11000.00,46334.00,778.00,1999.00,8172.00,6499.500000,1579.000000,27253.000000,1417.750000,6012.250000,23226.250000,2017,2,16,Thursday,13
delivered,778.00,3299.00,3177.00,778.00,3299.00,3177.00,3299.000000,778.000000,3177.000000,778.000000,3299.000000,3177.000000,2017,2,16,Thursday,17
delivered,1851.00,6490.00,3713.00,1851.00,6490.00,3713.00,6490.000000,1851.000000,3713.000000,1851.000000,6490.000000,3713.000000,2017,2,16,Thursday,18
delivered,1723.00,17949.00,17979.00,739.00,4999.00,8849.00,11474.000000,1231.000000,13414.000000,1231.000000,11474.000000,13414.000000,2017,2,16,Thursday,20
unavailable,1173.00,3799.00,8143.00,1173.00,3799.00,8143.00,3799.000000,1173.000000,8143.000000,1173.000000,3799.000000,8143.000000,2017,2,16,Thursday,20
delivered,1999.00,69890.00,7403.00,1999.00,69890.00,7403.00,69890.000000,1999.000000,7403.000000,1999.000000,69890.000000,7403.000000,2017,2,16,Thursday,21
delivered,2979.00,19900.00,89244.00,2979.00,19900.00,89244.00,19900.000000,2979.000000,89244.000000,2979.000000,19900.000000,89244.000000,2017,2,17,Friday,3
delivered,1823.00,899.00,30000.00,1823.00,899.00,30000.00,899.000000,1823.000000,30000.000000,1823.000000,899.000000,30000.000000,2017,2,17,Friday,7
delivered,7044.00,28800.00,35018.00,778.00,1365.00,2984.00,15082.500000,3911.000000,19001.000000,3181.000000,12313.750000,15162.000000,2017,2,17,Friday,8
delivered,3823.00,198900.00,20184.00,1775.00,5490.00,3737.00,102195.000000,2799.000000,11960.500000,2561.670000,74377.670000,10529.000000,2017,2,17,Friday,11
delivered,2013.00,13490.00,125042.00,1510.00,4590.00,16162.00,9040.000000,1761.500000,70602.000000,1686.000000,8118.750000,48550.000000,2017,2,17,Friday,15
delivered,1823.00,43000.00,12733.00,1124.00,2970.00,5527.00,22985.000000,1473.500000,9130.000000,1521.250000,17967.000000,8333.250000,2017,2,17,Friday,16
delivered,1605.00,23990.00,42808.00,1254.00,1290.00,4967.00,12640.000000,1429.500000,23887.500000,1446.000000,10393.330000,20426.670000,2017,2,17,Friday,18
delivered,804.00,4300.00,18283.00,787.00,1288.00,11948.00,2794.000000,795.500000,15115.500000,795.500000,2794.000000,15115.500000,2017,2,17,Friday,19
delivered,3749.00,4590.00,14547.00,3749.00,4590.00,14547.00,4590.000000,3749.000000,14547.000000,3749.000000,4590.000000,14547.000000,2017,2,18,Saturday,1
delivered,2429.00,12980.00,9576.00,1181.00,5699.00,5259.00,9339.500000,1805.000000,7417.500000,1603.500000,7667.000000,7540.000000,2017,2,18,Saturday,13
delivered,2375.00,39465.00,79446.00,1006.00,3090.00,3083.00,21277.500000,1690.500000,41264.500000,1599.800000,11433.800000,18854.000000,2017,2,18,Saturday,14
delivered,2284.00,41900.00,20044.00,834.00,2499.00,832.00,22199.500000,1559.000000,10438.000000,1353.500000,14270.500000,12853.750000,2017,2,18,Saturday,16
delivered,1983.00,8500.00,34203.00,778.00,2133.00,1047.00,5316.500000,1380.500000,17625.000000,1495.600000,5586.400000,11154.200000,2017,2,18,Saturday,17
delivered,1767.00,5990.00,6813.00,1279.00,1599.00,4940.00,3794.500000,1523.000000,5876.500000,1523.000000,3794.500000,5876.500000,2017,2,18,Saturday,23
delivered,1523.00,7990.00,12620.00,1206.00,2999.00,9089.00,5494.500000,1364.500000,10854.500000,1364.500000,5494.500000,10854.500000,2017,2,19,Sunday,10
delivered,1611.00,4990.00,9463.00,1611.00,4990.00,9463.00,4990.000000,1611.000000,9463.000000,1611.000000,4990.000000,9463.000000,2017,2,19,Sunday,11
delivered,0.00,6990.00,13414.00,0.00,6990.00,13414.00,6990.000000,0.000000,13414.000000,0.000000,6990.000000,13414.000000,2017,2,19,Sunday,14
delivered,1265.00,25990.00,21009.00,940.00,1990.00,9674.00,13990.000000,1102.500000,15341.500000,1130.000000,12659.670000,15316.330000,2017,2,19,Sunday,18
delivered,3890.00,10700.00,45504.00,827.00,1990.00,2529.00,6345.000000,2358.500000,24016.500000,1832.330000,5983.110000,14198.560000,2017,2,19,Sunday,19
delivered,1763.00,8299.00,3829.00,1360.00,2699.00,3399.00,5499.000000,1561.500000,3614.000000,1561.500000,5499.000000,3614.000000,2017,2,19,Sunday,21
delivered,1837.00,13420.00,22890.00,927.00,1298.00,6913.00,7359.000000,1382.000000,14901.500000,1387.400000,5530.400000,16540.600000,2017,2,20,Monday,8
delivered,2343.00,19990.00,10437.00,1207.00,3999.00,651.00,11994.500000,1775.000000,5544.000000,1601.250000,10753.500000,5521.750000,2017,2,20,Monday,9
shipped,1782.00,15800.00,2062.00,1782.00,15800.00,2062.00,15800.000000,1782.000000,2062.000000,1782.000000,15800.000000,2062.000000,2017,2,20,Monday,9
delivered,1577.00,14500.00,3905.00,1523.00,3490.00,2086.00,8995.000000,1550.000000,2995.500000,1550.000000,8995.000000,2995.500000,2017,2,20,Monday,12
delivered,4234.00,89900.00,17616.00,888.00,6290.00,3409.00,48095.000000,2561.000000,10512.500000,2518.000000,36597.800000,11689.000000,2017,2,20,Monday,16
delivered,1887.00,10990.00,40002.00,778.00,2600.00,3466.00,6795.000000,1332.500000,21734.000000,1496.000000,5830.000000,25399.330000,2017,2,20,Monday,17
delivered,1933.00,8950.00,13874.00,1611.00,3890.00,8717.00,6420.000000,1772.000000,11295.500000,1772.000000,6420.000000,11295.500000,2017,2,20,Monday,19
delivered,778.00,1500.00,8782.00,778.00,1500.00,8782.00,1500.000000,778.000000,8782.000000,778.000000,1500.000000,8782.000000,2017,2,20,Monday,20
delivered,2931.00,21500.00,26512.00,829.00,1247.00,4009.00,11373.500000,1880.000000,15260.500000,1773.100000,10161.600000,12292.700000,2018,2,8,Thursday,22
delivered,5991.00,36400.00,45016.00,450.00,1270.00,375.00,18835.000000,3220.500000,22695.500000,2475.820000,12399.450000,14747.450000,2018,2,8,Thursday,23
delivered,15732.00,100499.00,17359.00,631.00,1990.00,3128.00,51244.500000,8181.500000,10243.500000,3216.000000,23896.300000,9969.000000,2018,2,9,Friday,0
delivered,2643.00,39900.00,31318.00,1121.00,1755.00,18695.00,20827.500000,1882.000000,25006.500000,1861.000000,11963.750000,23696.500000,2018,2,9,Friday,7
delivered,2357.00,16633.00,14824.00,778.00,4990.00,4288.00,10811.500000,1567.500000,9556.000000,1550.750000,9728.250000,10109.750000,2018,2,9,Friday,8
delivered,12476.00,19998.00,59695.00,864.00,2490.00,4327.00,11244.000000,6670.000000,32011.000000,4891.000000,9307.000000,23086.380000,2018,2,9,Friday,12
delivered,2177.00,11999.00,19450.00,747.00,2999.00,6598.00,7499.000000,1462.000000,13024.000000,1580.500000,6724.250000,9151.250000,2018,2,9,Friday,16
delivered,8368.00,109800.00,62484.00,840.00,2499.00,2266.00,56149.500000,4604.000000,32375.000000,2556.440000,17768.330000,17888.330000,2018,2,9,Friday,19
delivered,3882.00,15900.00,25283.00,1410.00,2398.00,2575.00,9149.000000,2646.000000,13929.000000,1931.130000,7745.880000,14526.880000,2018,2,9,Friday,20
delivered,3745.00,27100.00,23322.00,8.00,2199.00,2284.00,14649.500000,1876.500000,12803.000000,1930.000000,8761.080000,9524.500000,2018,2,9,Friday,21
delivered,1628.00,16890.00,40929.00,1628.00,16890.00,40929.00,16890.000000,1628.000000,40929.000000,1628.000000,16890.000000,40929.000000,2018,2,10,Saturday,6
delivered,5000.00,15990.00,20871.00,1185.00,2740.00,6228.00,9365.000000,3092.500000,13549.500000,2045.000000,7599.860000,11290.570000,2018,2,10,Saturday,10
processing,1763.00,2799.00,9974.00,1763.00,2799.00,9974.00,2799.000000,1763.000000,9974.000000,1763.000000,2799.000000,9974.000000,2018,2,10,Saturday,10
canceled,1523.00,6800.00,17353.00,1523.00,6800.00,17353.00,6800.000000,1523.000000,17353.000000,1523.000000,6800.000000,17353.000000,2018,2,10,Saturday,12
delivered,6719.00,219999.00,54655.00,1599.00,6990.00,5528.00,113494.500000,4159.000000,30091.500000,3423.800000,58713.400000,22003.200000,2018,2,10,Saturday,14
unavailable,1748.00,4990.00,37061.00,1748.00,4990.00,37061.00,4990.000000,1748.000000,37061.000000,1748.000000,4990.000000,37061.000000,2018,2,10,Saturday,16
delivered,9025.00,127750.00,22833.00,739.00,2518.00,648.00,65134.000000,4882.000000,11740.500000,2573.290000,21963.710000,12342.290000,2018,2,10,Saturday,17
delivered,5022.00,38800.00,90585.00,747.00,2399.00,1410.00,20599.500000,2884.500000,45997.500000,1716.720000,11729.220000,16775.780000,2018,2,10,Saturday,18
delivered,2641.00,19300.00,21849.00,1341.00,1489.00,2509.00,10394.500000,1991.000000,12179.000000,1781.890000,9582.440000,10831.440000,2018,2,10,Saturday,19
delivered,2915.00,24900.00,24115.00,387.00,1690.00,4226.00,13295.000000,1651.000000,14170.500000,1534.000000,7259.820000,13790.910000,2018,2,10,Saturday,22
unavailable,2206.00,1890.00,12139.00,2206.00,1890.00,12139.00,1890.000000,2206.000000,12139.000000,2206.000000,1890.000000,12139.000000,2018,2,11,Sunday,0
delivered,3134.00,21999.00,18296.00,1774.00,6990.00,7327.00,14494.500000,2454.000000,12811.500000,2454.000000,14494.500000,12811.500000,2018,2,11,Sunday,3
delivered,3897.00,49990.00,18672.00,1337.00,3400.00,3377.00,26695.000000,2617.000000,11024.500000,2047.570000,12138.430000,10549.430000,2018,2,11,Sunday,10
shipped,2040.00,3990.00,18840.00,2040.00,3990.00,18840.00,3990.000000,2040.000000,18840.000000,2040.000000,3990.000000,18840.000000,2018,2,11,Sunday,10
delivered,3910.00,99999.00,88475.00,934.00,1299.00,296.00,50649.000000,2422.000000,44385.500000,1741.920000,13855.920000,21867.460000,2018,2,11,Sunday,11
unavailable,3415.00,1690.00,2922.00,3415.00,1690.00,2922.00,1690.000000,3415.000000,2922.000000,3415.000000,1690.000000,2922.000000,2018,2,11,Sunday,11
delivered,3466.00,17699.00,71528.00,5.00,1999.00,3871.00,9849.000000,1735.500000,37699.500000,1754.080000,9863.750000,21045.000000,2018,2,11,Sunday,15
delivered,2737.00,33000.00,45946.00,778.00,1365.00,148.00,17182.500000,1757.500000,23047.000000,1839.860000,9569.930000,12978.930000,2018,2,11,Sunday,19
shipped,1960.00,2470.00,9177.00,1960.00,2470.00,9177.00,2470.000000,1960.000000,9177.000000,1960.000000,2470.000000,9177.000000,2018,2,11,Sunday,20
delivered,1763.00,19990.00,20852.00,840.00,1500.00,1062.00,10745.000000,1301.500000,10957.000000,1367.290000,8323.860000,8768.430000,2018,2,11,Sunday,22
delivered,5983.00,79900.00,28706.00,0.00,2800.00,3000.00,41350.000000,2991.500000,15853.000000,2225.640000,18430.910000,12852.450000,2018,2,11,Sunday,23
delivered,2378.00,13990.00,8744.00,1302.00,5075.00,1335.00,9532.500000,1840.000000,5039.500000,1840.000000,9532.500000,5039.500000,2018,2,12,Monday,1
delivered,2285.00,4990.00,40695.00,1371.00,4400.00,3738.00,4695.000000,1828.000000,22216.500000,1828.000000,4695.000000,22216.500000,2018,2,12,Monday,8
delivered,4033.00,49990.00,31361.00,764.00,2499.00,3705.00,26244.500000,2398.500000,17533.000000,1831.630000,16112.630000,14523.130000,2018,2,12,Monday,9
delivered,4993.00,54799.00,25845.00,740.00,1680.00,1276.00,28239.500000,2866.500000,13560.500000,1811.690000,10940.080000,13230.620000,2018,2,12,Monday,13
canceled,1410.00,4900.00,9543.00,1410.00,4900.00,9543.00,4900.000000,1410.000000,9543.000000,1410.000000,4900.000000,9543.000000,2018,2,12,Monday,15
delivered,4101.00,57900.00,103434.00,934.00,2290.00,4328.00,30095.000000,2517.500000,53881.000000,1968.380000,11995.310000,21559.500000,2018,2,12,Monday,17
delivered,4728.00,21990.00,34843.00,0.00,2390.00,2089.00,12190.000000,2364.000000,18466.000000,1768.860000,12308.860000,12648.430000,2018,2,12,Monday,20
delivered,3873.00,49990.00,32289.00,778.00,999.00,3738.00,25494.500000,2325.500000,18013.500000,1895.750000,12179.830000,10688.750000,2018,2,12,Monday,21
delivered,1106.00,6499.00,28450.00,1106.00,6499.00,28450.00,6499.000000,1106.000000,28450.000000,1106.000000,6499.000000,28450.000000,2017,2,21,Tuesday,2
delivered,1660.00,4900.00,3822.00,778.00,2618.00,1638.00,3759.000000,1219.000000,2730.000000,1327.330000,3505.670000,3031.670000,2017,2,21,Tuesday,10
shipped,1556.00,11500.00,8379.00,1556.00,11500.00,8379.00,11500.000000,1556.000000,8379.000000,1556.000000,11500.000000,8379.000000,2017,2,21,Tuesday,13
delivered,2319.00,19300.00,4000.00,1642.00,5590.00,2578.00,12445.000000,1980.500000,3289.000000,1877.330000,12826.670000,3451.670000,2017,2,21,Tuesday,14
delivered,1823.00,4300.00,40144.00,1185.00,1599.00,13395.00,2949.500000,1504.000000,26769.500000,1418.670000,2999.670000,22950.670000,2017,2,21,Tuesday,15
delivered,1611.00,13500.00,37930.00,1173.00,2700.00,6750.00,8100.000000,1392.000000,22340.000000,1379.000000,5905.400000,14969.800000,2017,2,21,Tuesday,17
delivered,1661.00,5990.00,8803.00,1620.00,5990.00,8400.00,5990.000000,1640.500000,8601.500000,1640.500000,5990.000000,8601.500000,2017,2,21,Tuesday,18
invoiced,2391.00,15900.00,6783.00,2391.00,15900.00,6783.00,15900.000000,2391.000000,6783.000000,2391.000000,15900.000000,6783.000000,2017,2,21,Tuesday,21
delivered,1613.00,25925.00,4009.00,1613.00,25925.00,4009.00,25925.000000,1613.000000,4009.000000,1613.000000,25925.000000,4009.000000,2017,2,22,Wednseday,0
delivered,934.00,4590.00,11320.00,934.00,4590.00,11320.00,4590.000000,934.000000,11320.000000,934.000000,4590.000000,11320.000000,2017,2,22,Wednseday,8
processing,794.00,2400.00,11945.00,794.00,2400.00,11945.00,2400.000000,794.000000,11945.000000,794.000000,2400.000000,11945.000000,2017,2,22,Wednseday,9
shipped,1577.00,9900.00,11030.00,1132.00,7990.00,2317.00,8945.000000,1354.500000,6673.500000,1354.500000,8945.000000,6673.500000,2017,2,22,Wednseday,10
delivered,1827.00,35890.00,62533.00,1510.00,1874.00,10845.00,18882.000000,1668.500000,36689.000000,1668.500000,18882.000000,36689.000000,2017,2,22,Wednseday,12
delivered,2285.00,15000.00,10126.00,1332.00,9390.00,3761.00,12195.000000,1808.500000,6943.500000,1662.670000,12793.330000,6236.670000,2017,2,22,Wednseday,13
delivered,1892.00,14900.00,16216.00,1169.00,3390.00,28.00,9145.000000,1530.500000,8122.000000,1498.400000,7441.000000,9405.800000,2017,2,22,Wednseday,15
canceled,1452.00,4549.00,2922.00,1452.00,4549.00,2922.00,4549.000000,1452.000000,2922.000000,1452.000000,4549.000000,2922.000000,2017,2,22,Wednseday,16
delivered,1919.00,86777.00,19430.00,1688.00,4999.00,6203.00,45888.000000,1803.500000,12816.500000,1823.330000,35922.000000,13238.330000,2017,2,22,Wednseday,16
canceled,0.00,9990.00,5899.00,0.00,9990.00,5899.00,9990.000000,0.000000,5899.000000,0.000000,9990.000000,5899.000000,2017,2,22,Wednseday,19
delivered,1637.00,8999.00,7091.00,1399.00,5690.00,5201.00,7344.500000,1518.000000,6146.000000,1518.000000,7344.500000,6146.000000,2017,2,22,Wednseday,22
delivered,2401.00,68900.00,17900.00,1375.00,2199.00,4677.00,35549.500000,1888.000000,11288.500000,1824.600000,21275.000000,12475.200000,2017,2,23,Thursday,10
delivered,2582.00,31500.00,6973.00,1695.00,3420.00,2376.00,17460.000000,2138.500000,4674.500000,2138.500000,17460.000000,4674.500000,2017,2,23,Thursday,11
delivered,4344.00,42800.00,25154.00,1266.00,7335.00,451.00,25067.500000,2805.000000,12802.500000,2163.000000,17484.800000,10633.800000,2017,2,23,Thursday,13
delivered,5379.00,129899.00,41302.00,224.00,5990.00,2587.00,67944.500000,2801.500000,21944.500000,2041.800000,33575.400000,11843.600000,2017,2,23,Thursday,14
delivered,1510.00,5000.00,9713.00,934.00,3649.00,6247.00,4324.500000,1222.000000,7980.000000,1222.000000,4324.500000,7980.000000,2017,2,23,Thursday,20
delivered,1852.00,5999.00,4771.00,1852.00,5999.00,4771.00,5999.000000,1852.000000,4771.000000,1852.000000,5999.000000,4771.000000,2017,2,24,Friday,0
delivered,1452.00,4000.00,3110.00,1452.00,4000.00,3110.00,4000.000000,1452.000000,3110.000000,1452.000000,4000.000000,3110.000000,2017,2,24,Friday,1
delivered,12061.00,25500.00,22108.00,778.00,4490.00,5438.00,14995.000000,6419.500000,13773.000000,3577.000000,15374.000000,12533.600000,2017,2,24,Friday,9
delivered,2122.00,10799.00,18946.00,867.00,7800.00,2144.00,9299.500000,1494.500000,10545.000000,1565.000000,9422.000000,10560.500000,2017,2,24,Friday,11
delivered,1411.00,5490.00,3436.00,1411.00,5490.00,3436.00,5490.000000,1411.000000,3436.000000,1411.000000,5490.000000,3436.000000,2017,2,24,Friday,12
delivered,2027.00,30990.00,63954.00,1639.00,2790.00,20851.00,16890.000000,1833.000000,42402.500000,1828.670000,14925.000000,39992.670000,2017,2,24,Friday,18
delivered,2228.00,68989.00,18824.00,897.00,3200.00,4428.00,36094.500000,1562.500000,11626.000000,1695.000000,17571.330000,12419.830000,2017,2,24,Friday,22
unavailable,1579.00,2799.00,37709.00,1579.00,2799.00,37709.00,2799.000000,1579.000000,37709.000000,1579.000000,2799.000000,37709.000000,2017,2,24,Friday,23
delivered,739.00,3590.00,6360.00,739.00,3590.00,6360.00,3590.000000,739.000000,6360.000000,739.000000,3590.000000,6360.000000,2017,2,25,Saturday,6
delivered,4640.00,12999.00,11796.00,4640.00,12999.00,11796.00,12999.000000,4640.000000,11796.000000,4640.000000,12999.000000,11796.000000,2017,2,25,Saturday,7
delivered,1185.00,2450.00,13980.00,1185.00,2450.00,13980.00,2450.000000,1185.000000,13980.000000,1185.000000,2450.000000,13980.000000,2017,2,25,Saturday,9
delivered,3832.00,10990.00,5291.00,1823.00,5000.00,2969.00,7995.000000,2827.500000,4130.000000,2827.500000,7995.000000,4130.000000,2017,2,25,Saturday,10
delivered,1797.00,5697.00,18436.00,1797.00,5697.00,18436.00,5697.000000,1797.000000,18436.000000,1797.000000,5697.000000,18436.000000,2017,2,25,Saturday,16
delivered,1823.00,8590.00,13069.00,1433.00,4999.00,5409.00,6794.500000,1628.000000,9239.000000,1628.000000,6794.500000,9239.000000,2017,2,25,Saturday,20
delivered,2562.00,68900.00,11400.00,1097.00,4889.00,4578.00,36894.500000,1829.500000,7989.000000,1586.000000,27744.750000,6945.250000,2017,2,25,Saturday,21
unavailable,842.00,2690.00,5839.00,842.00,2690.00,5839.00,2690.000000,842.000000,5839.000000,842.000000,2690.000000,5839.000000,2018,2,12,Monday,21
delivered,10185.00,63990.00,71359.00,778.00,1000.00,3238.00,32495.000000,5481.500000,37298.500000,2314.820000,9634.640000,19821.090000,2018,2,12,Monday,22
delivered,1392.00,4890.00,7557.00,1392.00,4890.00,7557.00,4890.000000,1392.000000,7557.000000,1392.000000,4890.000000,7557.000000,2018,2,13,Tuesday,6
delivered,2892.00,7480.00,16882.00,2892.00,7480.00,16882.00,7480.000000,2892.000000,16882.000000,2892.000000,7480.000000,16882.000000,2018,2,13,Tuesday,7
delivered,6333.00,33990.00,41160.00,811.00,1690.00,510.00,17840.000000,3572.000000,20835.000000,2124.150000,10232.380000,10517.460000,2018,2,13,Tuesday,11
shipped,763.00,10900.00,372.00,763.00,10900.00,372.00,10900.000000,763.000000,372.000000,763.000000,10900.000000,372.000000,2018,2,13,Tuesday,12
delivered,6320.00,199700.00,21284.00,795.00,990.00,3022.00,100345.000000,3557.500000,12153.000000,2413.000000,28677.900000,8244.300000,2018,2,13,Tuesday,15
shipped,858.00,5999.00,12772.00,858.00,5999.00,12772.00,5999.000000,858.000000,12772.000000,858.000000,5999.000000,12772.000000,2018,2,13,Tuesday,16
delivered,2772.00,41200.00,87590.00,888.00,1299.00,1343.00,21249.500000,1830.000000,44466.500000,1795.640000,11024.070000,15354.500000,2018,2,13,Tuesday,18
delivered,4471.00,59899.00,23012.00,811.00,1999.00,2960.00,30949.000000,2641.000000,12986.000000,1578.120000,12040.820000,12091.820000,2018,2,13,Tuesday,19
delivered,2333.00,13190.00,29497.00,1096.00,599.00,1589.00,6894.500000,1714.500000,15543.000000,1740.720000,6922.720000,10447.000000,2018,2,13,Tuesday,20
delivered,1942.00,30990.00,56982.00,778.00,2799.00,3370.00,16894.500000,1360.000000,30176.000000,1571.700000,11205.700000,21183.200000,2018,2,13,Tuesday,23
canceled,1708.00,18797.00,6400.00,1708.00,18797.00,6400.00,18797.000000,1708.000000,6400.000000,1708.000000,18797.000000,6400.000000,2018,2,14,Wednseday,1
delivered,1679.00,1090.00,6000.00,1679.00,1090.00,6000.00,1090.000000,1679.000000,6000.000000,1679.000000,1090.000000,6000.000000,2018,2,14,Wednseday,5
delivered,2134.00,41990.00,9039.00,1748.00,2400.00,2739.00,22195.000000,1941.000000,5889.000000,1913.750000,16595.000000,6134.250000,2018,2,14,Wednseday,9
delivered,2828.00,45990.00,175904.00,739.00,1200.00,839.00,23595.000000,1783.500000,88371.500000,1655.030000,8776.100000,18376.330000,2018,2,14,Wednseday,13
shipped,1185.00,2800.00,6864.00,1185.00,2800.00,6864.00,2800.000000,1185.000000,6864.000000,1185.000000,2800.000000,6864.000000,2018,2,14,Wednseday,14
delivered,5211.00,21999.00,40381.00,1013.00,2490.00,1478.00,12244.500000,3112.000000,20929.500000,1921.200000,9352.450000,13057.500000,2018,2,14,Wednseday,16
delivered,9361.00,39990.00,62668.00,0.00,990.00,479.00,20490.000000,4680.500000,31573.500000,2395.920000,10361.760000,15227.360000,2018,2,14,Wednseday,17
canceled,2206.00,2490.00,3333.00,2206.00,2490.00,3333.00,2490.000000,2206.000000,3333.000000,2206.000000,2490.000000,3333.000000,2018,2,14,Wednseday,18
delivered,2262.00,12999.00,57116.00,306.00,1250.00,3293.00,7124.500000,1284.000000,30204.500000,1266.430000,6324.500000,16314.430000,2018,2,14,Wednseday,18
delivered,7395.00,79900.00,25129.00,739.00,988.00,2922.00,40444.000000,4067.000000,14025.500000,2120.090000,14526.950000,11443.410000,2018,2,14,Wednseday,21
delivered,3375.00,12679.00,17408.00,3375.00,12679.00,17408.00,12679.000000,3375.000000,17408.000000,3375.000000,12679.000000,17408.000000,2018,2,15,Thursday,2
delivered,1849.00,17233.00,36665.00,1849.00,17233.00,36665.00,17233.000000,1849.000000,36665.000000,1849.000000,17233.000000,36665.000000,2018,2,15,Thursday,7
