MAX_FREIGHT,MAX_PRICE,MAX_PAYMENT,MIN_FREIGHT,MIN_PRICE,MIN_PAYMENT,MEDIAN_PRICE,MEDIAN_FREIGHT,MEDIAN_PAYMENT,AVG_FREIGHT,AVG_PRICE,AVG_PAYMENT,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY,ORDER_PURCHASE_HOUR
14347,00,149965,00,44999,00,804,00,2690,00,3379,00,76327,500000,7575,500000,24189,000000,2722,789473,21060,631578,11905,526315,2018,4,30,Monday,19
5892,00,12299,00,16081,00,1096,00,1999,00,1993,00,7149,000000,3494,000000,9037,000000,2868,428571,7583,428571,8137,428571,2017,6,3,Saturday,20
4612,00,58440,00,65865,00,778,00,1290,00,,00,29865,000000,2695,000000,32932,500000,1996,687500,9293,812500,16810,937500,2017,12,7,Thursday,11
6368,00,38990,00,55440,00,778,00,1826,00,4932,00,20408,000000,3573,000000,30186,000000,2077,750000,10284,375000,21595,125000,2017,6,14,Wednseday,20
7341,00,274000,00,64517,00,787,00,1990,00,1781,00,137995,000000,4064,000000,33149,000000,2289,500000,23344,850000,16335,600000,2018,4,25,Wednseday,22
4347,00,39187,00,116644,00,739,00,1160,00,250,00,20173,500000,2543,000000,58447,000000,1758,045454,9669,545454,20815,318181,2018,8,17,Friday,15
5725,00,30999,00,40070,00,739,00,2990,00,4832,00,16994,500000,3232,000000,22451,000000,2054,800000,8499,600000,15034,300000,2017,6,12,Monday,17
1865,00,11032,00,17749,00,1712,00,5890,00,6674,00,8461,000000,1788,500000,12211,500000,1788,500000,8461,000000,12211,500000,2017,2,26,Sunday,12
2189,00,19990,00,4821,00,2189,00,19990,00,4821,00,19990,000000,2189,000000,4821,000000,2189,000000,19990,000000,4821,000000,2017,3,17,Friday,22
2110,00,9990,00,24365,00,2110,00,9990,00,24365,00,9990,000000,2110,000000,24365,000000,2110,000000,9990,000000,24365,000000,2017,12,20,Wednseday,4
5884,00,49900,00,37299,00,1061,00,1398,00,3243,00,25649,000000,3472,500000,20271,000000,2034,904761,11139,809523,12037,619047,2018,8,2,Thursday,19
2328,00,15800,00,16153,00,1523,00,1177,00,3078,00,8488,500000,1925,500000,9615,500000,1950,200000,9929,400000,9202,200000,2017,6,29,Thursday,16
